createdTime,updatedTime,symbol,category,Position_Direction,avgEntryPrice,avgExitPrice,closedSize,closedPnl,leverage,orderId,execType,orderType,side,qty,cumEntryValue,orderPrice,fillCount,cumExitValue,Strategy,Emotions,Lessons_Learned
2025-05-10 13:37:28.433,2025-05-10 13:37:28.435,FARTCOINUSDT,linear,Short,1.3387,1.3388,33.0,-0.05189663,20,11141ec9-60af-4789-b66d-16167c5d924d,Trade,Market,Buy,33,44.1771,1.4633,1,44.1804,,,
2025-05-10 13:34:54.251,2025-05-10 13:34:54.253,FARTCOINUSDT,linear,Long,1.3423,1.3431,39.0,-0.02640184,20,dd10ac7e-6b27-4f4d-8ff3-daa822207392,Trade,Market,Sell,39,52.3497,1.2363,1,52.3809,,,
2025-05-10 13:25:58.161,2025-05-10 13:25:58.163,FARTCOINUSDT,linear,Long,1.3414,1.3418,23.0,-0.02474248,20,8b4ac2ce-c76d-40a4-8bff-edf44fe75da8,Trade,Market,Sell,23,30.8522,1.1595,1,30.8614,,,
2025-05-10 13:25:43.472,2025-05-10 13:25:43.474,FARTCOINUSDT,linear,Long,1.3417,1.3411,24.0,-0.04981297,20,00d4c937-0868-471a-8008-6288bdd87f5b,Trade,Market,Sell,24,32.2008,1.1654,1,32.1864,,,
2025-05-10 13:25:29.624,2025-05-10 13:25:29.626,FARTCOINUSDT,linear,Long,1.3407,1.3409,30.0,-0.03824641,20,3cda39f3-942b-44c5-94c4-3ec7aa181d97,Trade,Market,Sell,30,40.221,1.1987,1,40.227,,,
2025-05-10 13:24:59.157,2025-05-10 13:24:59.159,FARTCOINUSDT,linear,Short,1.3362,1.3375,30.0,-0.08311605,20,369de489-a8b2-43ae-ace6-60ccc45ce0b7,Trade,Market,Buy,30,40.086,1.4809,1,40.125,,,
2025-05-10 13:24:41.861,2025-05-10 13:24:41.862,FARTCOINUSDT,linear,Short,1.3371,1.3377,31.0,-0.06420535,20,a191f4d9-f53d-44fa-98b2-cec273f48441,Trade,Market,Buy,31,41.4501,1.4791,1,41.4687,,,
2025-05-10 13:24:27.607,2025-05-10 13:24:27.609,FARTCOINUSDT,linear,Short,1.3361,1.3359,33.0,-0.04189681,20,87c8662c-8ef7-4324-883a-9b59dd44a481,Trade,Market,Buy,33,44.0913,1.4707,1,44.0847,,,
2025-05-10 13:16:06.882,2025-05-10 13:16:06.884,FARTCOINUSDT,linear,Short,1.3393,1.339,18.0,-0.02111517,20,b79b4a52-b0d8-4009-9115-65fcc226dc02,Trade,Market,Buy,18,24.1074,1.5392,2,24.102,,,
2025-05-10 13:06:39.612,2025-05-10 13:06:39.614,FARTCOINUSDT,linear,Long,1.3426,1.344,20.0,-0.0015526,20,b77f0eb1-55dd-42aa-aa67-c4ff4e07942f,Trade,Market,Sell,20,26.852,1.1413,1,26.88,,,
2025-05-10 13:06:24.071,2025-05-10 13:06:24.073,FARTCOINUSDT,linear,Long,1.3432,1.3432,20.0,-0.0295504,20,25c66f18-8dc2-492d-9ba7-b3f4d4bd3829,Trade,Market,Sell,20,26.864,1.1418,1,26.864,,,
2025-05-10 13:05:23.541,2025-05-10 13:05:23.543,FARTCOINUSDT,linear,Long,1.3435,1.3415,28.0,-0.097349,20,c6a33278-cf67-4421-be62-ed1f346aa11f,Trade,Market,Sell,28,37.618,1.1791,1,37.562,,,
2025-05-10 12:58:16.776,2025-05-10 12:58:16.778,FARTCOINUSDT,linear,Long,1.332,1.332,49.0,-0.0717948,20,20c0fc97-d5e8-4740-bf9b-87cea11f4e07,Trade,Market,Sell,49,65.268,1.2372,1,65.268,,,
2025-05-10 12:52:09.440,2025-05-10 12:52:09.442,FARTCOINUSDT,linear,Long,1.3282,1.3281,24.0,-0.03746316,20,c8f562a6-cf47-492d-879c-b9c8fd94f7e3,Trade,Market,Sell,24,31.8768,1.1316,1,31.8744,,,
2025-05-10 12:51:52.009,2025-05-10 12:51:52.011,FARTCOINUSDT,linear,Long,1.3278,1.32817083,24.0,-0.02615882,20,c7321e29-98a6-4d8b-ad3f-ccf8287492d4,Trade,Market,Sell,24,31.8672,1.1301,3,31.8761,,,
2025-05-10 12:51:36.213,2025-05-10 12:51:36.215,FARTCOINUSDT,linear,Long,1.3285,1.3279,24.0,-0.04946448,20,e62a0772-d7ca-412b-888d-507d5e08cd2b,Trade,Market,Sell,24,31.884,1.129,1,31.8696,,,
2025-05-10 12:51:21.683,2025-05-10 12:51:21.685,FARTCOINUSDT,linear,Long,1.3286,1.3285,28.0,-0.04371934,20,a6a5ec59-c837-438c-9223-2a598eb1cb16,Trade,Market,Sell,28,37.2008,1.156,1,37.198,,,
2025-05-10 12:44:14.163,2025-05-10 12:44:14.165,FARTCOINUSDT,linear,Short,1.3197,1.3199,28.0,-0.04624984,20,1f0e890f-2c91-4f7d-8fbc-f7ccbda660f3,Trade,Market,Buy,28,36.9516,1.4938,1,36.9572,,,
2025-05-10 12:43:48.186,2025-05-10 12:43:48.188,FARTCOINUSDT,linear,Short,1.3197,1.3191,43.0,-0.03660763,20,f1051f17-d325-4cea-a30d-fc25f077223e,Trade,Market,Buy,43,56.7471,1.4334,1,56.7213,,,
2025-05-10 12:29:43.745,2025-05-10 12:29:43.747,FARTCOINUSDT,linear,Long,1.3337,1.3339,29.0,-0.03674823,20,01ee64aa-0448-46e2-9503-4743ea0cdf7e,Trade,Market,Sell,29,38.6773,1.163,1,38.6831,,,
2025-05-10 12:29:20.071,2025-05-10 12:29:20.073,FARTCOINUSDT,linear,Long,1.3325,1.3328,35.0,-0.04080703,20,7ff40e4a-0ed0-4165-a9dd-78e94549bfb0,Trade,Market,Sell,35,46.6375,1.1902,1,46.648,,,
2025-05-10 12:28:51.114,2025-05-10 12:28:51.116,FARTCOINUSDT,linear,Long,1.3336,1.3338,23.0,-0.02914261,20,d321cd8d-c9b7-42f7-9cfb-bfb08df11d21,Trade,Market,Sell,23,30.6728,1.1335,1,30.6774,,,
2025-05-10 12:28:32.517,2025-05-10 12:28:32.519,FARTCOINUSDT,linear,Long,1.332,1.3316,34.0,-0.06340932,20,af8cd6a9-4fa6-42af-afc7-d7d8e03ab753,Trade,Market,Sell,34,45.288,1.1827,1,45.2744,,,
2025-05-10 12:26:24.689,2025-05-10 12:26:24.690,FARTCOINUSDT,linear,Long,1.331,1.3312,35.0,-0.04424735,20,e0e0f6f3-fd0d-4a46-99ff-48ecf2a175da,Trade,Market,Sell,35,46.585,1.1847,1,46.592,,,
2025-05-10 12:24:48.749,2025-05-10 12:24:48.751,FARTCOINUSDT,linear,Long,1.3297,1.3295,28.0,-0.04655169,20,6cb04615-b18f-4995-91df-b930d5b93fc0,Trade,Market,Sell,28,37.2316,1.1448,2,37.226,,,
2025-05-10 12:24:20.188,2025-05-10 12:24:20.190,FARTCOINUSDT,linear,Long,1.3312,1.3308,36.0,-0.0671076,20,716674d9-5c68-442d-ab09-903e6196ad69,Trade,Market,Sell,36,47.9232,1.1859,1,47.9088,,,
2025-05-10 12:23:18.841,2025-05-10 12:23:18.843,FARTCOINUSDT,linear,Long,1.3334,1.3329,24.0,-0.04719516,20,f5bfe960-4a6b-41c1-939d-f3ebf860bffe,Trade,Market,Sell,24,32.0016,1.1328,1,31.9896,,,
2025-05-10 12:04:59.290,2025-05-10 12:04:59.292,FARTCOINUSDT,linear,Long,1.3265,1.325,23.0,-0.06804148,20,721ef845-6dfa-4020-8519-96c6b671fa79,Trade,Market,Sell,23,30.5095,1.1266,7,30.475,,,
2025-05-10 12:04:44.003,2025-05-10 12:04:44.005,FARTCOINUSDT,linear,Long,1.3272,1.3271,23.0,-0.0358769,20,4595eb49-3521-48c7-8e7b-264d2312ed03,Trade,Market,Sell,23,30.5256,1.1281,1,30.5233,,,
2025-05-10 12:04:29.493,2025-05-10 12:04:29.495,FARTCOINUSDT,linear,Long,1.3272,1.3269,23.0,-0.04047437,20,e5b132b6-3374-45fa-9c2b-1cd2893d31ea,Trade,Market,Sell,23,30.5256,1.128,1,30.5187,,,
2025-05-10 12:04:14.931,2025-05-10 12:04:14.933,FARTCOINUSDT,linear,Long,1.327,1.3273,23.0,-0.0266769,20,d95d27a9-d888-4a2c-b144-61b3c14b60e0,Trade,Market,Sell,23,30.521,1.1283,1,30.5279,,,
2025-05-10 12:01:57.388,2025-05-10 12:01:57.390,FARTCOINUSDT,linear,Long,1.3174,1.317,24.0,-0.04437408,20,1f715855-7d11-48c5-a5c8-5d68d49ab7a4,Trade,Market,Sell,24,31.6176,1.1192,1,31.608,,,
2025-05-10 12:01:29.269,2025-05-10 12:01:29.271,FARTCOINUSDT,linear,Long,1.3171,1.3168,26.0,-0.04546477,20,4b1447b8-f0a0-4daa-aca2-9f314363f3a5,Trade,Market,Sell,26,34.2446,1.1195,2,34.2368,,,
2025-05-10 12:01:12.910,2025-05-10 12:01:12.911,FARTCOINUSDT,linear,Long,1.3193,1.3192,37.0,-0.05739348,20,22bfaded-7508-41f9-9d58-6e357a1a010c,Trade,Market,Sell,37,48.8141,1.1681,1,48.8104,,,
2025-05-10 11:56:23.996,2025-05-10 11:56:23.998,FARTCOINUSDT,linear,Short,1.3099,1.3112,20.0,-0.0548321,20,1f84e2e8-c82b-496e-95e6-b5f613c6288a,Trade,Market,Buy,20,26.198,1.5076,1,26.224,,,
2025-05-10 11:55:42.885,2025-05-10 11:55:42.887,FARTCOINUSDT,linear,Short,1.3111,1.311,28.0,-0.03758034,20,55d71ac0-ccab-46bd-b599-80d8f69fb4f2,Trade,Market,Buy,28,36.7108,1.5075,1,36.708,,,
2025-05-10 11:55:19.804,2025-05-10 11:55:19.805,FARTCOINUSDT,linear,Short,1.3141,1.3137,43.0,-0.04494748,20,c1134c6d-eb5d-4e76-b346-06418851d6e1,Trade,Market,Buy,43,56.5063,1.4471,1,56.4891,,,
2025-05-10 11:40:02.828,2025-05-10 11:40:02.830,FARTCOINUSDT,linear,Short,1.3193,1.3187,14.0,-0.01191261,20,11b748d7-659f-4a95-8e6a-5e782feab512,Trade,Market,Buy,14,18.4702,1.5165,1,18.4618,,,
2025-05-10 11:39:47.227,2025-05-10 11:39:47.229,FARTCOINUSDT,linear,Short,1.3182,1.3184,14.0,-0.02310182,20,67dd61bd-3e15-40f0-ab82-9b431c23e9ee,Trade,Market,Buy,14,18.4548,1.5154,1,18.4576,,,
2025-05-10 11:39:32.189,2025-05-10 11:39:32.191,FARTCOINUSDT,linear,Short,1.3157,1.3169,14.0,-0.03707102,20,a95c6418-93ac-49da-8ea3-6efaa2561acc,Trade,Market,Buy,14,18.4198,1.5137,1,18.4366,,,
2025-05-10 11:39:17.244,2025-05-10 11:39:17.246,FARTCOINUSDT,linear,Short,1.31971081,1.3208,37.0,-0.0940344,20,b3b0cee5-1f67-49ba-9212-b0f84d060ee6,Trade,Market,Buy,37,48.8293,1.479,3,48.8696,,,
2025-05-10 11:35:05.252,2025-05-10 11:35:05.254,FARTCOINUSDT,linear,Short,1.3226,1.3225,22.0,-0.02980571,20,75e622ab-bed1-4445-85b6-e0ca31f2c231,Trade,Market,Buy,22,29.0972,1.5203,1,29.095,,,
2025-05-10 11:34:50.424,2025-05-10 11:34:50.426,FARTCOINUSDT,linear,Short,1.3227,1.3228,31.0,-0.04820578,20,dc2616d5-ecbf-45dc-8708-a7848f588d97,Trade,Market,Buy,31,41.0037,1.5156,1,41.0068,,,
2025-05-10 11:34:36.218,2025-05-10 11:34:36.220,FARTCOINUSDT,linear,Short,1.3237,1.3231,31.0,-0.02652795,20,add214dd-f9b1-4b6f-84c9-670ebb7d5c55,Trade,Market,Buy,31,41.0347,1.5175,1,41.0161,,,
2025-05-10 11:34:22.858,2025-05-10 11:34:22.860,FARTCOINUSDT,linear,Short,1.3227,1.3242,32.0,-0.09458544,20,41935cb2-8d7d-42dd-a4a0-0aa3ef5014f4,Trade,Market,Buy,32,42.3264,1.5133,1,42.3744,,,
2025-05-10 11:32:47.915,2025-05-10 11:32:47.917,FARTCOINUSDT,linear,Short,1.3247,1.3256,24.0,-0.05658396,20,83a63829-f093-4a92-a481-b18ace5d5c7f,Trade,Market,Buy,24,31.7928,1.5235,1,31.8144,,,
2025-05-10 11:32:31.630,2025-05-10 11:32:31.631,FARTCOINUSDT,linear,Short,1.3233,1.3231,26.0,-0.03264352,20,7d22ed84-3f32-466d-8ea5-248f6552f42b,Trade,Market,Buy,26,34.4058,1.5215,1,34.4006,,,
2025-05-10 11:32:18.876,2025-05-10 11:32:18.878,FARTCOINUSDT,linear,Short,1.3258,1.3256,28.0,-0.03523156,20,40954975-4b2d-4268-95b4-23a4336dcf5c,Trade,Market,Buy,28,37.1224,1.5234,3,37.1168,,,
2025-05-10 11:21:07.564,2025-05-10 11:21:07.566,FARTCOINUSDT,linear,Short,1.3306,1.3307,27.0,-0.04222031,20,1ae43c75-d9c5-465c-b2ec-2d69e6d0bd52,Trade,Market,Buy,27,35.9262,1.5301,1,35.9289,,,
2025-05-10 11:19:20.769,2025-05-10 11:19:20.771,FARTCOINUSDT,linear,Short,1.3312,1.3328,43.0,-0.1318036,20,0252d5d9-215a-451d-b3fb-168f25e28b20,Trade,Market,Buy,43,57.2416,1.4796,3,57.3104,,,
2025-05-10 11:01:48.337,2025-05-10 11:01:48.340,FARTCOINUSDT,linear,Short,1.3416,1.3399,8.0,0.0018014,20,683669ef-0301-4c97-82ac-5725a611d3f4,Trade,Market,Buy,8,10.7328,1.5424,1,10.7192,,,
2025-05-10 11:01:32.540,2025-05-10 11:01:32.541,FARTCOINUSDT,linear,Short,1.341,1.3405,8.0,-0.0077986,20,e5cf5392-07c8-483d-842b-fb814e4ae73b,Trade,Market,Buy,8,10.728,1.5413,1,10.724,,,
2025-05-10 11:01:19.437,2025-05-10 11:01:19.440,FARTCOINUSDT,linear,Short,1.3404,1.3395,8.0,-0.00459156,20,60408f40-23c0-4e99-8758-d841f13577e4,Trade,Market,Buy,8,10.7232,1.5399,1,10.716,,,
2025-05-10 10:53:01.978,2025-05-10 10:53:01.980,FARTCOINUSDT,linear,Short,1.3498,1.3501,8.0,-0.01427956,20,6a0260ed-fe24-4c5e-a9a4-7aeeb4961763,Trade,Market,Buy,8,10.7984,1.5523,1,10.8008,,,
2025-05-10 10:48:06.753,2025-05-10 10:48:06.755,FARTCOINUSDT,linear,Short,1.3454,1.3454,8.0,-0.01183952,20,06587a09-7b19-459a-a9cc-cf9c1b70f7cb,Trade,Market,Buy,8,10.7632,1.547,1,10.7632,,,
2025-05-10 10:47:51.913,2025-05-10 10:47:51.915,FARTCOINUSDT,linear,Short,1.3475,1.347,9.0,-0.00883778,20,d1f5d0dd-1023-4bcc-bc64-57c4334adac7,Trade,Market,Buy,9,12.1275,1.5493,1,12.123,,,
2025-05-10 10:47:34.452,2025-05-10 10:47:34.454,FARTCOINUSDT,linear,Short,1.348,1.3485,9.0,-0.01784768,20,eebb9dcd-8e94-41c6-97e3-5163a4dabc6b,Trade,Market,Buy,9,12.132,1.551,1,12.1365,,,
2025-05-10 10:41:27.970,2025-05-10 10:41:27.972,FARTCOINUSDT,linear,Short,1.3534,1.3526,8.0,-0.0055064,20,75d2ac64-786f-4f3d-ad41-1c55ccbac35a,Trade,Market,Buy,8,10.8272,1.5542,1,10.8208,,,
2025-05-10 10:36:06.633,2025-05-10 10:36:06.635,FARTCOINUSDT,linear,Short,1.3592,1.3594,10.0,-0.0169523,20,281ec80f-9ef6-4819-a29f-a76fa31f2552,Trade,Market,Buy,10,13.592,1.5631,1,13.594,,,
2025-05-10 10:35:50.423,2025-05-10 10:35:50.425,FARTCOINUSDT,linear,Short,1.3605,1.3601,10.0,-0.0109633,20,4dad081a-6c4f-4539-8c34-2e6af4d0adb1,Trade,Market,Buy,10,13.605,1.564,1,13.601,,,
2025-05-10 10:35:37.747,2025-05-10 10:35:37.750,FARTCOINUSDT,linear,Short,1.3611,1.361,11.0,-0.01536871,20,dcb99946-cd05-4c6c-88f5-54570c495161,Trade,Market,Buy,11,14.9721,1.5649,1,14.971,,,
2025-05-10 10:35:22.309,2025-05-10 10:35:22.311,FARTCOINUSDT,linear,Short,1.3639,1.3621,11.0,0.00330769,20,94221809-8e53-403c-a4f2-34cdc17e5c30,Trade,Market,Buy,11,15.0029,1.5664,1,14.9831,,,
2025-05-10 10:19:07.080,2025-05-10 10:19:07.082,FARTCOINUSDT,linear,Long,1.3765,1.377,12.0,-0.0121731,20,fc4d2e17-15e3-4086-abb9-3f3f247ba5a4,Trade,Market,Sell,12,16.518,1.1696,1,16.524,,,
2025-05-10 10:18:53.323,2025-05-10 10:18:53.324,FARTCOINUSDT,linear,Long,1.3723,1.3747,13.0,0.01155894,20,dc1ec622-12f7-4b2a-95e7-5e54dde171e2,Trade,Market,Sell,13,17.8399,1.167,1,17.8711,,,
2025-05-10 10:18:39.755,2025-05-10 10:18:39.757,FARTCOINUSDT,linear,Long,1.374,1.374,13.0,-0.0196482,20,1bf42510-8564-4eea-8e20-bfd8fb2b4a33,Trade,Market,Sell,13,17.862,1.1674,1,17.862,,,
2025-05-10 10:17:02.481,2025-05-10 10:17:02.483,FARTCOINUSDT,linear,Long,1.3688,1.3705,13.0,0.002514,20,5681c463-8d85-47ac-9ab7-572928478c37,Trade,Market,Sell,13,17.7944,1.1638,1,17.8165,,,
2025-05-10 10:16:48.139,2025-05-10 10:16:48.141,FARTCOINUSDT,linear,Long,1.3716,1.3707,14.0,-0.03371571,20,804430a0-1475-4d1d-9be7-39c9aabdd0d1,Trade,Market,Sell,14,19.2024,1.1651,1,19.1898,,,
2025-05-10 04:40:53.223,2025-05-10 05:02:45.205,TRUMPUSDT,linear,Short,14.128,14.232,2.9,-0.3468342,25,3d324aa4-26ba-4f06-889c-b1d14081909b,Trade,Market,Buy,2.9,40.9712,14.892,2,41.2728,,,
2025-05-09 23:59:47.045,2025-05-09 23:59:47.046,TRUMPUSDT,linear,Long,14.249,14.275,0.2,0.00206236,20,bd289551-b299-45fe-a483-074b832752a0,Trade,Market,Sell,0.2,2.8498,13.563,1,2.855,,,
2025-05-09 23:53:07.833,2025-05-09 23:53:07.834,TRUMPUSDT,linear,Long,14.567,14.194,0.3,-0.11686009,20,52501c01-3b7f-49e6-91a1-b3c19f82c406,Trade,Market,Sell,0.3,4.3701,13.486,1,4.2582,,,
